CVE_ID,Descripcion,CVSS_Score,Vector_Ataque,Severidad,CWE,Software,Fecha_Publicacion,Fecha_Ultima_Modificacion,Dias_Desde_Publicacion
CVE-2005-1329,owOfflineCC.asp in OneWorldStore allows remote attackers to obtain sensitive information by modifying the idOrder parameter.,5,NETWORK,Media,Sin clasificar,Oneworldstore Oneworldstore,2005-05-02,2026-06-16,7716
CVE-2005-1344,"Buffer overflow in htdigest in Apache 2.0.52 may allow attackers to execute arbitrary code via a long realm argument.  NOTE: since htdigest is normally only locally accessible and not setuid or setgid, there are few attack vectors which would lead to an escalation of privileges, unless htdigest is e",7.5,NETWORK,Alta,Sin clasificar,Apache Http server,2005-05-02,2026-06-16,7716
CVE-2005-1345,"Squid 2.5.STABLE9 and earlier does not trigger a fatal error when it identifies missing or invalid ACLs in the http_access configuration, which could lead to less restrictive ACLs than intended by the administrator.",7.5,NETWORK,Alta,Sin clasificar,Squid Squid,2005-05-02,2026-06-16,7716
CVE-2005-1346,"Multiple Symantec AntiVirus products, including Norton AntiVirus 2005 11.0.0, Web Security Web Security 3.0.1.72, Mail Security for SMTP 4.0.5.66, AntiVirus Scan Engine 4.3.7.27, SAV/Filter for Domino NT 3.1.1.87, and Mail Security for Exchange 4.5.4.743, when running on Windows, allows remote attac",2.6,NETWORK,Baja,Sin clasificar,Symantec Antivirus scan engine,2005-05-02,2026-06-16,7716
CVE-2005-1347,"** UNVERIFIABLE **  NOTE: this issue describes a problem that can not be independently verified as of 20050421.  Adobe Acrobat reader (AcroRd32.exe) 6.0 and earlier allows remote attackers to cause a denial of service (""Invalid-ID-Handle-Error"" error) and modify memory beginning at a particular addr",2.6,NETWORK,Baja,Sin clasificar,Adobe Acrobat reader,2005-05-02,2026-06-16,7716
CVE-2005-1348,Buffer overflow in HTTPMail in MailEnable Enterprise 1.04 and earlier and Professional 1.54 and earlier allows remote attackers to execute arbitrary code via a long HTTP Authorization header.,7.5,NETWORK,Alta,Sin clasificar,Mailenable Mailenable enterprise,2005-05-02,2026-06-16,7716
CVE-2005-1349,Buffer overflow in Convert-UUlib (Convert::UUlib) before 1.051 allows remote attackers to execute arbitrary code via a malformed parameter to a read operation.,7.5,NETWORK,Alta,Sin clasificar,Perl Convert uulib,2005-05-02,2026-06-16,7716
CVE-2005-1350,The ad.cgi script allows remote attackers to read arbitrary files via a full pathname in the argument.,5,NETWORK,Media,Sin clasificar,Leif m. wright Ad.cgi,2005-05-02,2026-06-16,7716
CVE-2005-1351,The ad.cgi script allows remote attackers to execute arbitrary commands via shell metacharacters in the argument.,7.5,NETWORK,Alta,Sin clasificar,Leif m. wright Ad.cgi,2005-05-02,2026-06-16,7716
CVE-2005-1352,Cross-site scripting (XSS) vulnerability in the ad.cgi script allows remote attackers to inject arbitrary web script or HTML via the argument.,4.3,NETWORK,Media,Sin clasificar,Leif m. wright Ad.cgi,2005-05-02,2026-06-16,7716
CVE-2005-1353,The forum.pl script allows remote attackers to read arbitrary files via a full pathname in the argument.,5,NETWORK,Media,Sin clasificar,Forum.pl Forum.pl,2005-05-02,2026-06-16,7716
CVE-2005-1354,The forum.pl script allows remote attackers to execute arbitrary commands via shell metacharacters in the argument.,7.5,NETWORK,Alta,Sin clasificar,Forum.pl Forum.pl,2005-05-02,2026-06-16,7716
CVE-2005-1355,"includer.cgi in The Includer allows remote attackers to read arbitrary files via a full pathname in the argument, a similar vulnerability to CVE-2005-0801.",5,NETWORK,Media,Sin clasificar,Includer.cgi Includer.cgi,2005-05-02,2026-06-16,7716
CVE-2005-1356,Cross-site scripting (XSS) vulnerability in includer.cgi script in The Includer allows remote attackers to inject arbitrary web script or HTML via the argument.,4.3,NETWORK,Media,Sin clasificar,Includer.cgi Includer.cgi,2005-05-02,2026-06-16,7716
CVE-2005-1357,text.cgi script allows remote attackers to read arbitrary files via a full pathname in the argument.,5,NETWORK,Media,Sin clasificar,Text.cgi Text.cgi,2005-05-02,2026-06-16,7716
CVE-2005-1358,text.cgi script allows remote attackers to execute arbitrary commands via shell metacharacters in the argument.,7.5,NETWORK,Alta,Sin clasificar,Text.cgi Text.cgi,2005-05-02,2026-06-16,7716
CVE-2005-1359,Cross-site scripting (XSS) vulnerability in text.cgi script allows remote attackers to inject arbitrary web script or HTML via the argument.,4.3,NETWORK,Media,Sin clasificar,Text.cgi Text.cgi,2005-05-02,2026-06-16,7716
CVE-2005-1360,PHP remote file inclusion vulnerability in error.php in GrayCMS 1.1 allows remote attackers to execute arbitrary PHP code by modifying the path_prefix parameter to reference a URL on a remote web server that contains the code.,7.5,NETWORK,Alta,Sin clasificar,Graycms Graycms,2005-05-02,2026-06-16,7716
CVE-2005-1361,Multiple SQL injection vulnerabilities in MetaCart e-Shop 8.0 allow remote attackers to execute arbitrary SQL commands via the (1) intProdID parameter in product.asp or (2) strCatalog_NAME parameter to productsByCategory.asp.,7.5,NETWORK,Alta,Sin clasificar,Metalinks Metacart e-shop,2005-05-02,2026-06-16,7716
CVE-2005-1362,"Multiple SQL injection vulnerabilities in MetaCart 2.0 for Paypal allow remote attackers to execute arbitrary SQL commands via the (1) intProdID parameter to product.asp, (2) intCatalogID or (3) strSubCatalogID parameters to productsByCategory.asp, (4) chkText, (5) strText, (6) chkPrice, (7) intPric",7.5,NETWORK,Alta,Sin clasificar,Metalinks Metacart2,2005-05-02,2026-06-16,7716
CVE-2005-1363,"Multiple SQL injection vulnerabilities in MetaCart 2.0 for PayFlow allow remote attackers to execute arbitrary commands via (1) intCatalogID, (2) strSubCatalogID, or (3) strSubCatalog_NAME parameter to productsByCategory.asp, (4) curCatalogID, (5) strSubCatalog_NAME, (6) intCatalogID, or (7) page pa",7.5,NETWORK,Alta,Sin clasificar,Metalinks Metacart2,2005-05-02,2026-06-16,7716
CVE-2005-1364,"Multiple SQL injection vulnerabilities in MetaBid Auctions allow remote attackers to execute arbitrary SQL commands via the (1) username or (2) password fields in logIn.asp, or (3) intAuctionID parameter to item.asp.",7.5,NETWORK,Alta,Sin clasificar,Metalinks Metabid auctions,2005-05-02,2026-06-16,7716
CVE-2005-1368,The key_user_lookup function in security/keys/key.c in Linux kernel 2.6.10 to 2.6.11.8 may allow attackers to cause a denial of service (oops) via SMP.,1.2,LOCAL,Baja,Sin clasificar,Linux Linux kernel,2005-05-02,2026-06-16,7716
CVE-2005-1369,"The (1) it87 and (2) via686a drivers in I2C for Linux 2.6.x before 2.6.11.8, and 2.6.12 before 2.6.12-rc2, create the sysfs ""alarms"" file with write permissions, which allows local users to cause a denial of service (CPU consumption) by attempting to write to the file, which does not have an associa",2.1,LOCAL,Baja,Sin clasificar,Linux Linux kernel,2005-05-02,2026-06-16,7716
CVE-2005-0106,"SSLeay.pm in libnet-ssleay-perl before 1.25 uses the /tmp/entropy file for entropy if a source is not set in the EGD_PATH variable, which allows local users to reduce the cryptographic strength of certain operations by modifying the file.",4.6,LOCAL,Media,Sin clasificar,Ubuntu Ubuntu linux,2005-05-03,2026-06-16,7715
CVE-2005-0157,The confirm add-on in SmartList 3.15 and earlier allows attackers to subscribe arbitrary e-mail addresses by using a valid cookie that specifies an address other than the address for which the cookie was assigned.,7.5,NETWORK,Alta,Sin clasificar,Smartlist Smartlist,2005-05-03,2026-06-16,7715
CVE-2005-1343,Stack-based buffer overflow in the VPN daemon (vpnd) for Mac OS X before 10.3.9 allows local users to execute arbitrary code via a long -i (Server_id) argument.,7.2,LOCAL,Alta,Sin clasificar,Apple Mac os x,2005-05-03,2026-06-16,7715
CVE-2005-1370,Unknown vulnerability in Radia Management Agent (RMA) in HP OpenView Radia Management Portal (RMP) 1.x and 2.x allows remote attackers to execute arbitrary commands via unknown vectors.,7.5,NETWORK,Alta,Sin clasificar,Hp Openview radia management portal,2005-05-03,2026-06-16,7715
CVE-2005-1371,"BPFTPServer service in BulletProof FTP Server 2.4.0.31 does not properly drop privileges before opening files through the Help menu, which allows local users to gain privileges.",7.2,LOCAL,Alta,Sin clasificar,Bulletproof Bulletproof ftp server,2005-05-03,2026-06-16,7715
CVE-2005-1372,"nvstatsmngr.exe process in BakBone NetVault 7.1 does not properly drop privileges before opening files, which allows local users to gain privileges via the Help menu.",4.6,LOCAL,Media,Sin clasificar,Bakbone Netvault,2005-05-03,2026-06-16,7715
CVE-2005-1373,Multiple SQL injection vulnerabilities in index.php in Dream4 Koobi CMS 4.2.3 allow remote attackers to execute arbitrary SQL commands via the (1) q or (2) p parameters.,7.5,NETWORK,Alta,Sin clasificar,Dream4 Koobi cms,2005-05-03,2026-06-16,7715
CVE-2005-1374,"Multiple cross-site scripting (XSS) vulnerabilities in Claroline 1.5.3 through 1.6 Release Candidate 1, and possibly Dokeos, allow remote attackers to inject arbitrary web script or HTML via (1) exercise_result.php, (2) exercice_submit.php, (3) agenda.php, (4) learningPathList.php, (5) learningPathA",6.8,NETWORK,Media,Sin clasificar,Claroline Claroline,2005-05-03,2026-06-16,7715
CVE-2005-1375,"Multiple SQL injection vulnerabilities in Claroline 1.5.3 through 1.6 Release Candidate 1, and possibly Dokeos, allow remote attackers to execute arbitrary SQL commands via (1) learningPath.php, (2) learningPathAdmin.php, (3) learnPath_details.php, (4) modules_pool.php, (5) module.php, (6) uInfo par",7.5,NETWORK,Alta,Sin clasificar,Claroline Claroline,2005-05-03,2026-06-16,7715
CVE-2005-1376,"Multiple directory traversal vulnerabilities in (1) document.php or (2) insertMyDoc.php in Claroline 1.5.3 through 1.6 Release Candidate 1, and possibly Dokeos, allow remote project administrators to upload arbitrary files.",7.5,NETWORK,Alta,Sin clasificar,Claroline Claroline,2005-05-03,2026-06-16,7715
CVE-2005-1377,"Multiple PHP remote file inclusion vulnerabilities in Claroline 1.5.3 through 1.6 Release Candidate 1, and possibly Dokeos, allow remote attackers to execute arbitrary PHP code via unknown vectors.",7.5,NETWORK,Alta,Sin clasificar,Claroline Claroline,2005-05-03,2026-06-16,7715
CVE-2005-1378,"SQL injection vulnerability in posting_notes.php in the notes module for phpBB allows remote attackers to execute arbitrary SQL commands via the p parameter, which is used in the $post_id variable, and other attack vectors.",7.5,NETWORK,Alta,Sin clasificar,Oxpus Phpbb personal notes module,2005-05-03,2026-06-16,7715
CVE-2005-1379,"The LAM runtime environment package (lam-runtime-7.0.6-2mdk) on Mandrake Linux installs the mpi user without a password, which allows local users to gain privileges.",4.6,LOCAL,Media,Sin clasificar,Mandrakesoft Mandrake lam-runtime,2005-05-03,2026-06-16,7715
CVE-2005-1380,Cross-site scripting (XSS) vulnerability in BEA Admin Console 8.1 allows remote attackers to execute arbitrary web script or HTML via the server parameter to a JndiFramesetAction action.,6.8,NETWORK,Media,Sin clasificar,Bea Weblogic server,2005-05-03,2026-06-16,7715
CVE-2005-1381,Multiple cross-site scripting (XSS) vulnerabilities in Oracle Webcache 9i allow remote attackers to inject arbitrary web script or HTML via the (1) cache_dump_file or (2) PartialPageErrorPage parameter.,6.8,NETWORK,Media,Sin clasificar,Oracle Application server web cache,2005-05-03,2026-06-16,7715
CVE-2005-1382,The webcacheadmin module in Oracle Webcache 9i allows remote attackers to corrupt arbitrary files via a full pathname in the cache_dump_file parameter.,5,NETWORK,Media,Sin clasificar,Oracle Application server web cache,2005-05-03,2026-06-16,7715
CVE-2005-1383,"The OHS component 1.0.2 through 10.x, when UseWebcacheIP is disabled, in Oracle Application Server allows remote attackers to bypass HTTP Server mod_access restrictions via a request to the webcache TCP port 7778.",7.5,NETWORK,Alta,Sin clasificar,Oracle Application server,2005-05-03,2026-06-16,7715
CVE-2005-1384,"Multiple SQL injection vulnerabilities in phpCoin 1.2.2 allow remote attackers to execute arbitrary SQL commands via the (1) search parameter to index.php, (2) phpcoinsessid parameter to login.php, (3) id, (4) dtopic_id, or (5) dcat_id to mod.php.",7.5,NETWORK,Alta,Sin clasificar,Coinsoft technologies Phpcoin,2005-05-03,2026-06-16,7715
CVE-2005-1385,Safari 1.3 allows remote attackers to cause a denial of service (application crash) via a long https URL that triggers a NULL pointer dereference.,2.6,NETWORK,Baja,Sin clasificar,Apple Safari,2005-05-03,2026-06-16,7715
CVE-2005-1386,"PHP-Nuke 7.6 and earlier allows remote attackers to obtain sensitive information via a direct request to (1) ipban.php, (2) db.php, (3) lang-norwegian.php, (4) lang-indonesian.php, (5) lang-greek.php, (6) a request to Web_Links with the portuguese language (lang-portuguese.php), (7) a request to Web",5,NETWORK,Media,Sin clasificar,Francisco burzi Php-nuke,2005-05-03,2026-06-16,7715
CVE-2005-1387,"Cocktail 3.5.4 and possibly earlier in Mac OS X passes the administrative password on the command line to sudo in cleartext, which allows local users to gain sensitive information by running listing processes.",7.2,LOCAL,Alta,Sin clasificar,Kristofer szymanski Cocktail,2005-05-03,2026-06-16,7715
CVE-2005-1388,Cross-site scripting (XSS) vulnerability in SURVIVOR before 0.9.6 allows remote attackers to inject arbitrary web script or HTML via unknown vectors.,4.3,NETWORK,Media,Sin clasificar,Survivor Survivor,2005-05-03,2026-06-16,7715
CVE-2005-1391,Buffer overflow in the add_port function in APSIS Pound 1.8.2 and earlier allows remote attackers to execute arbitrary code via a long Host HTTP header.,7.5,NETWORK,Alta,Sin clasificar,Apsis Pound,2005-05-03,2026-06-16,7715
CVE-2005-1392,"The SQL install script in phpMyAdmin 2.6.2 is created with world-readable permissions, which allows local users to obtain the initial database password by reading the script.",4.6,LOCAL,Media,Sin clasificar,Phpmyadmin Phpmyadmin,2005-05-03,2026-06-16,7715
CVE-2005-1393,"Multiple buffer overflows in ArcGIS for ESRI ArcInfo Workstation 9.0 allow local users to execute arbitrary code via long command line arguments to (1) asmaster, (2) asuser, (3) asutility, (4) se, or (5) asrecovery.",4.6,LOCAL,Media,Sin clasificar,Esri Arcinfo workstation,2005-05-03,2026-06-16,7715
CVE-2005-1394,Format string vulnerability in ArcGIS for ESRI ArcInfo Workstation 9.0 allows local users to gain privileges via format string specifiers in the ARCHOME environment variable to (1) wservice or (2) lockmgr.,7.2,LOCAL,Alta,CWE-134,Esri Arcinfo workstation,2005-05-03,2026-06-16,7715
CVE-2005-1395,"Buffer overflow in Ce/Ceterm (aka ARPUS/Ce) 2.5.4 and earlier may allow local users to gain privileges via a long (1) XAPPLRESLANGPATH or (2) XAPPLRESDIR environment variable, or (3) command line argument.",7.2,LOCAL,Alta,Sin clasificar,Swlink Ce ceterm,2005-05-03,2026-06-16,7715
CVE-2005-1396,Race condition in Ce/Ceterm (aka ARPUS/Ce) 2.5.4 and earlier allows local users to write to arbitrary files via a symlink attack on the ce_edit_log temporary file.,1.2,LOCAL,Baja,Sin clasificar,Swlink Ce ceterm,2005-05-03,2026-06-16,7715
